"phen" "cofactor" "species" "phylo"
107.419186680064 11.2237244383996 "sp_1" "sp_1"
109.164029346171 9.80593354836573 "sp_1" "sp_1"
91.8867224823199 10.3084228407428 "sp_1" "sp_1"
121.543411023353 8.35534920644001 "sp_1" "sp_1"
105.316378112194 11.8545102407785 "sp_1" "sp_1"
64.99859073139 4.31401482625214 "sp_2" "sp_2"
66.5159857470391 2.9334995408671 "sp_2" "sp_2"
62.6447729532004 3.74784506932567 "sp_2" "sp_2"
58.6456180408957 5.82624559705928 "sp_2" "sp_2"
64.6809468758634 1.54796714637006 "sp_2" "sp_2"
128.427354959152 15.492499080524 "sp_3" "sp_3"
133.281491978307 14.9431311324474 "sp_3" "sp_3"
129.573038721161 16.259575598291 "sp_3" "sp_3"
132.161169763707 13.9636301685044 "sp_3" "sp_3"
128.568552416474 15.7307393647887 "sp_3" "sp_3"
77.4642920833897 4.29254725774623 "sp_4" "sp_4"
61.0731523695991 5.06990630741192 "sp_4" "sp_4"
80.6989190845397 4.76384902296933 "sp_4" "sp_4"
61.9120838856912 6.67377501159184 "sp_4" "sp_4"
79.2481387003085 4.44747405824511 "sp_4" "sp_4"
96.7907695950987 11.3830877224606 "sp_5" "sp_5"
106.127735063773 15.3366046866167 "sp_5" "sp_5"
100.47490249919 12.454422914266 "sp_5" "sp_5"
112.790287315276 10.5188292376801 "sp_5" "sp_5"
109.314716847057 13.4091732341372 "sp_5" "sp_5"
132.205742979726 16.737200749498 "sp_6" "sp_6"
131.926708665191 17.7342090732373 "sp_6" "sp_6"
135.562218247091 14.9487428315794 "sp_6" "sp_6"
129.221826343663 16.9823872276401 "sp_6" "sp_6"
133.893784237579 17.3556645571968 "sp_6" "sp_6"
56.8196692507673 3.80957185141219 "sp_7" "sp_7"
53.7248103402011 4.3242777897712 "sp_7" "sp_7"
50.6005152163381 2.56234411264067 "sp_7" "sp_7"
63.3964249658214 1.55642506886237 "sp_7" "sp_7"
59.8037859482512 4.05072980012309 "sp_7" "sp_7"
70.3835445767354 7.59187679752167 "sp_8" "sp_8"
61.6473137741895 7.70945598895453 "sp_8" "sp_8"
69.2748533718903 6.40534395057438 "sp_8" "sp_8"
70.145918771639 7.4427093320268 "sp_8" "sp_8"
59.0550753512612 8.06386297199781 "sp_8" "sp_8"
70.9843939583117 1.76457385992394 "sp_9" "sp_9"
46.1738832585433 4.47661591772919 "sp_9" "sp_9"
51.2942844314414 2.49731520645311 "sp_9" "sp_9"
52.4964106110642 3.90799485521951 "sp_9" "sp_9"
55.925396079878 2.89105782229861 "sp_9" "sp_9"
79.6180542737208 8.60408438954644 "sp_10" "sp_10"
87.1781622550119 11.7192521538983 "sp_10" "sp_10"
82.0865521047132 10.0762981693982 "sp_10" "sp_10"
69.477286535737 10.6410654719968 "sp_10" "sp_10"
79.6942481155719 7.4118343439607 "sp_10" "sp_10"
86.9406763677041 5.19121808903624 "sp_11" "sp_11"
95.909862515841 6.10788250627665 "sp_11" "sp_11"
101.984032204478 5.89565395781999 "sp_11" "sp_11"
84.7105115033873 3.9907064782478 "sp_11" "sp_11"
80.8360561726717 6.31455405607114 "sp_11" "sp_11"
142.663421053619 17.2420636165694 "sp_12" "sp_12"
142.76674925026 14.7428890469204 "sp_12" "sp_12"
148.884377272536 17.0395701730168 "sp_12" "sp_12"
141.926767457366 18.314378498473 "sp_12" "sp_12"
127.734426787058 15.238916226109 "sp_12" "sp_12"
72.5834511466976 2.74166602895217 "sp_13" "sp_13"
44.036334756329 3.854332666308 "sp_13" "sp_13"
49.8155435794737 1.32358447655717 "sp_13" "sp_13"
66.9512588566939 1.41119203388791 "sp_13" "sp_13"
71.3624338961505 2.67339036194541 "sp_13" "sp_13"
94.3348448690991 11.7358603725415 "sp_14" "sp_14"
100.748072834058 15.0143236776002 "sp_14" "sp_14"
88.2360005373914 12.0488051421138 "sp_14" "sp_14"
103.563083114752 12.4157716301318 "sp_14" "sp_14"
100.521028458007 12.095152742709 "sp_14" "sp_14"
56.4490171317896 5.76534553946745 "sp_15" "sp_15"
62.341601132036 4.28017537480173 "sp_15" "sp_15"
63.6608224125158 2.77161299935882 "sp_15" "sp_15"
63.8546871801458 4.63669462420764 "sp_15" "sp_15"
56.1876149926722 2.21428760382686 "sp_15" "sp_15"
103.430376983285 13.6446362431636 "sp_16" "sp_16"
105.512553443439 16.9434247908506 "sp_16" "sp_16"
111.678308484973 17.2794156606858 "sp_16" "sp_16"
123.841097867326 14.1093866494656 "sp_16" "sp_16"
113.831481159025 15.5803639832472 "sp_16" "sp_16"
108.182497870311 11.2617887343218 "sp_17" "sp_17"
100.311119511567 12.8636974929972 "sp_17" "sp_17"
111.357964648655 11.4226988825347 "sp_17" "sp_17"
113.475080468232 8.41437546183613 "sp_17" "sp_17"
99.4103353537691 10.0265510662216 "sp_17" "sp_17"
73.6960832783588 7.42309192306057 "sp_18" "sp_18"
72.3269884695182 7.91363995539752 "sp_18" "sp_18"
100.012541104768 6.96072772107936 "sp_18" "sp_18"
76.7408962717931 5.3941135097929 "sp_18" "sp_18"
92.2207579249334 3.47370247712382 "sp_18" "sp_18"
120.475587679708 14.4933136583418 "sp_19" "sp_19"
126.584569158269 12.4145545672434 "sp_19" "sp_19"
114.355498330003 15.3371188802346 "sp_19" "sp_19"
128.100193352868 14.8631077495498 "sp_19" "sp_19"
103.374831753033 13.763705073951 "sp_19" "sp_19"
81.6014716926306 7.52894583206058 "sp_20" "sp_20"
92.9296363641525 6.53288033868156 "sp_20" "sp_20"
89.6170839550693 5.13166109361234 "sp_20" "sp_20"
99.3071287040074 5.18922691709229 "sp_20" "sp_20"
99.1447828071634 7.16017674703243 "sp_20" "sp_20"
44.4596488810759 1.06194054693775 "sp_21" "sp_21"
49.1049142789709 -0.712525626864228 "sp_21" "sp_21"
61.4744277675602 -1.37492000212939 "sp_21" "sp_21"
42.537143515816 0.980251867488706 "sp_21" "sp_21"
40.2813914991721 2.25415812822189 "sp_21" "sp_21"
94.1552278252278 10.2529778040878 "sp_22" "sp_22"
114.841286646706 9.5846437960951 "sp_22" "sp_22"
108.630150909683 11.0745536925112 "sp_22" "sp_22"
101.027647315863 13.4284594070057 "sp_22" "sp_22"
109.265255098956 11.2020380399662 "sp_22" "sp_22"
80.6440794026679 6.74320459594371 "sp_23" "sp_23"
81.6124654395861 7.87720340612841 "sp_23" "sp_23"
75.7261185868527 5.87116183077785 "sp_23" "sp_23"
63.312949264568 5.89114737729769 "sp_23" "sp_23"
89.782372751189 7.73279098491041 "sp_23" "sp_23"
109.386390298134 11.3928490355943 "sp_24" "sp_24"
93.7891527235496 9.62593129450535 "sp_24" "sp_24"
100.347955253555 8.88196921967898 "sp_24" "sp_24"
108.682091715084 9.24818116874425 "sp_24" "sp_24"
97.6862061060733 12.2764799995161 "sp_24" "sp_24"
77.834058382067 1.35423476761888 "sp_25" "sp_25"
62.1497908575412 4.21348851608851 "sp_25" "sp_25"
65.4312888333864 1.32776397172377 "sp_25" "sp_25"
73.8111955627165 1.65592985947851 "sp_25" "sp_25"
59.2100863497503 2.23845154715841 "sp_25" "sp_25"
135.608917539998 22.5963239875748 "sp_26" "sp_26"
142.804620576411 19.3888177155014 "sp_26" "sp_26"
136.46599805077 17.725655527265 "sp_26" "sp_26"
150.627323848754 18.7082203954115 "sp_26" "sp_26"
139.536109249432 18.7282550229489 "sp_26" "sp_26"
106.288662894331 13.7909966621563 "sp_27" "sp_27"
104.532202005369 12.9889275674366 "sp_27" "sp_27"
105.578839570151 11.626630052941 "sp_27" "sp_27"
109.853689064051 9.59880518245723 "sp_27" "sp_27"
116.572594465257 10.3616688914794 "sp_27" "sp_27"
